number	level	category	English	Deutsch	Nederlands	Italiano	Esperanto	Novial	Lingwa de Planeta	Sambahsa	Русский
2620	2	Quantity	add, append, join so as to cause an increase [v]	hinzufügen, addieren	toevoegen	aggiungere	aldoni, adicii	adi	adi, aditi	add(eih)	добавлять; складывать
2621	2	Quantity	subtract, remove [v]	entfernen, subtrahieren	afnemen, verplaatsen	togliere	depreni, subtrahi	subtrakte	subtragi	substrag	вычитать
2622	2	Quantity	increase (become or make greater in quantity) [v]	vermehren	aangroeien	aumentare [vt and vi]	plimultigi	kreska [vi] {?}, fika ... kreska [vt] {?}	fa-mucho, kresi	crehsc/creisc	увеличивать(ся)
2623	2	Quantity	decrease (become or make lesser in quantity) [v]	reduzieren, verringern	minderen, afnemen	diminuire [vt and vi]	malplimultigi	deskreska {?}	fa-shao, dekresi	descrehsc/descreisc	уменьшать(ся)
2624	3	Quantity	multiply [v]	multiplizieren	vermenigvuldigen	moltiplicare	obligi, multipliki	multisa, multiplika	multipliki	multiplie	умножать
2625	3	Quantity	divide [v]	teilen	deelen	dividere	dividi	divise, parta	dividi	divid	делить
2630	3	Quantity	total, sum, aggregate	Gesamtsumme	totaal	totale, somma	sumo, totalo	sume	suma	summ	сумма
2631	3	Quantity	rest (of ...), remainder, leftovers, remnant	Rest	rest	resto	cetero, restaĵo	seterum	resta	reste; etiloikw	остаток
2632	3	Quantity	set (complete group of similar items e.g. character set, chess set)	Satz, Garnitur		set {!}	aro	{kolektione?}	seta	cheschite	набор
2640	1	Quantity	whole, entire, complete [aj]	ganz	geheel	tutto, intero	tuta, entuta	integri, komplet(i)	tote	hol	целый
2641	1	Quantity	all (the whole number or entire sum of) [aj]	all, ganz	al, alle	tutto	ĉiuj	toti (the whole of), omni (every)	oli	quant	все
2642	1	Quantity	many (a large number of) [aj]	viele	veel	"molti {plural of ""molto""}"	multaj	multi [aj], multes [pn]	mucho	maung	многие
2643	1	Quantity	few (a small number of) [aj]	wenige	weinig	"pochi {plural of ""poco""}"	malmultaj, kelkaj	poki [aj], pokes [pn]	shao	pau	немногие
2644	1	Quantity	much (a large quantity of) [aj]	viel	veel	molto	multe (da), multo	multi [aj], multum [pn]	mucho	maung	много
2645	2	Quantity	more (a larger quantity of) [aj]	mehr	meer	più, di più	pli (multe da), pli (multaj)	plu [av]	pyu	meis	Сольше
2646	2	Quantity	most (the largest quantity of) [aj]	meist, die meisten	meest	moltissimo, il più ... possibile	la plimulto, la plejmulto, la pliparto, la plejparto	maxim	maiste	meist	наибольший
2647	1	Quantity	little (a small quantity of) [aj]	wenig [aj], bisschen [pn]	beetje [n]	un pò di	iomete (da)	poki [aj], pokum [pn]	shao	pauk	мало
2648	2	Quantity	less (a smaller quantity of) [aj]	weniger	minder	meno	malpli (multe) (da), malplimulto	min	meno	minter	меньше
2649	2	Quantity	least (the smallest quantity of) [aj]	mindeste		minimo	malplej (multe) (da)	minim	minim	minst	наименьший
2660	1	Quantity	part	Teil	deel	parte	parto	parte	parta	part, deil	часть
2661	1	Quantity	piece (a part broken/cut/separated from something larger)	Stück	stuk	pezzo	peco	piese	pes	schtuk, piece	кусок
2662	2	Quantity	section, segment (a part somehow different/separated from others)	Abschnitt	snijding	sezione	sekcio, segmento	sektione, segmente	duan	section, segment	отрезок
2663	3	Quantity	allotment, portion (someone's share of X)	Zuteilung	toewijzen	parte	porcio	portione	porsion	portion	порция
2664	3	Quantity	batch (quantity of things done/produced at one time)	Schub, Satz	baksel	lotto, partita	kolekto, fornpleno		lot	wakel	партия (напр.товара)
2665	2	Quantity	bundle, bunch (group of things tied or grouped together)	Bündel	bos, bundel	gruppo	fasko, pako	bundle	fasia, pak, pila	bindell, fasc	связка, пачка, стопка
2670	3	Quantity	majority	Mehrheit	meerderheid	maggioranza	plimulto, pliparto, majoritato	majoritate	maiste parta, maistitaa	majoritat	большинство
2671	3	Quantity	minority	Minderheit	minderheid	minoranza	malplimulto, malpliparto, minoritato	minoritate	minim parta, minimtaa	minoritat	меньшинство
2680	3	Quantity	density	Dichte	dichtheid	densità	denseco	denseso {*}, densitate {*}	densitaa	densitat	плотность
2681	2	Quantity	dense (of much density), concentrated, thick, intense [aj]	dicht	dicht, intens	denso	densa	densi	dense	dense	густой, плотный
2682	2	Quantity	rarefied, tenuous, diffuse, dilute, sparse, wispy [aj]	verdünnt, spärlich, schwach	schaars, dun	rado, diluito (of liquids); rarefatto (of gasses)	maldensa	tenu(i)	nodense, feble	skider	разреженный, слабый
2685	1	Quantity	full, filled [aj]	voll	vol	pieno	plena	plen(i)	fule	plen	полный
2686	1	Quantity	empty [aj]	leer	leeg	vuoto	malplena	vakui	vakue	tuich	пустой
2700	3	Degree	degree (the extent/intensity/scope of an action/condition/relation)	Grad	graad, mate	grado	grado, kiomo	gradu	grada, gradus	grad	степень, градус
2710	0	Degree	as much as (to the same degree as)								
2711	2	Degree	at least, not less than (>=) [av]	zum mindesten	ten minste	almeno	almenaŭ	aminim	amini	minst-ye	по меньшей мере
2712	2	Degree	at most, only, just, merely, not more than [av]	nicht mehr als	hoogstens	al più	nur, ne pli ol	amaxim			
2721	1	Degree	very, much (to a large degree; with great intensity) [av]	viel	zeer, erg	molto	multe, tre	tre			
2722	2	Degree	more (to a larger degree) [av]	mehr	meer	più	pli, plimulte	plu	pyu	meis	более, больше
2723	2	Degree	most (to the largest degree) [av]	meist	meest	-issimamente {productive suffix for superlative adverb creation}	plej, plejmulte	maxim	zuy	meist	наиболее
2724	1	Degree	little (to a small degree; with almost no intensity) [av]	wenig	amper	poco	malmulte	pokim	shao	pau	мало
2725	2	Degree	less (to a smaller degree) [av]	kleiner, weniger	minder	meno	malpli, malplimulte	min	meno	min(s), minter	менее, меньше
2726	2	Degree	least (to the smallest degree) [av]	am wenigsten	minst	pochissimo [aj/av]	malplej, malplejmulte	minim	minim	minst	наименее
2730	1	Degree	almost, nearly [av]	fast	bijna	quasi	preskaŭ	preske	hampi	quasi	почти
2731	2	Degree	enough, sufficiently [av]	genug	genoeg	abbastanza	sufiĉe		basta, sufi-shem	sat, kafi	хватит, достаточно
2732	2	Degree	too much, excessively [av]	zu viel		troppo [aj/av]	tro	tro	tro	pior	слишком, чересчур
2733	2	Degree	too little, insufficiently [av]	zu wenig		troppo poco	maltro, nesufiĉe	tro pokim {?}	tro shao	pior pau	слишком мало
2801	3	Dimension	size (degree of largeness or smallness)	Größe	grootte	grandezza	grandeco	grandeso	grantaa, sais	mege	величина, размер
2802	2	Dimension	huge, enormous, gigantic [aj]	riesig, gigantisch	kolossaal	enorme, gigantesco	grandega, enorma	grandisi, enormi	gro-gran	enorm	огромный
2803	1	Dimension	big, large (of much size) [aj]	groß	groot	grande	granda	grandi	gran	megil, mier	большой
2804	1	Dimension	small (of little size) [aj]	klein	klein	piccolo	malgranda	mikri	syao	smulk	маленький
2805	2	Dimension	tiny, minuscule [aj]	winzig	miniem	piccolissimo, minuscolo	malgrandega, eta	mikrisi {*}	tanike	micri	крошечный
2807	2	Dimension	expand, grow, become larger [v]	sich ausbreiten, wachsen	uitzetten	crescere	kreski	kreska	kresi	crehsc	расти
2808	2	Dimension	shrink, contract, become smaller [v]	schrumpfen	krimpen	diminuire, ridursi	malkreski	deskreska {*}	dekresi	schrehnk	уменьшаться, сжиматься
2810	3	Dimension	distance (amount of space from X to Y)	Entfernung, Ferne	afstand	distanza	distanco, interspaco	disto, distantia	distansia	distance	расстояние
2811	2	Dimension	far (at / to a great distance) [aj/av]	fern, entfernt	ver	lontano	fora, dista, malproksima	ferni, distanti [aj], fernim [av]	distansia	distance	расстояние
2812	2	Dimension	near (at / to a little distance) [aj/av]	nahe	na	vicino	proksima	proximi [aj], proximu [av]	blise	prosch	близкий
2814	3	Dimension	present (existing in the indicated place; contra-absent) [aj]	anwesend	tegenwoordig bij	presente	ĉeestanta	presenti	presente	present	присутствующий
2815	3	Dimension	absent [aj]	abwesend	afwezig	assente, mancante	forestanta, mankanta	absent(i)	absente	absent	отсутствующий
2816	2	Dimension	place, location	Ort, Lage	oord	luogo, posto	loko	loke	loko	lok	место
2820	3	Dimension	length (distance from one end to the other)	Länge	lengte	lunghezza	longeco	longeso {*}, longitate {*}	longitaa	longe	длина
2821	2	Dimension	long (of much length) [aj]	lang	lang	lungo	longa	longi	longe	long	длинный
2822	2	Dimension	short (of little length) [aj]	kurz	kort	corto	mallonga	kurti	kurte	cort	короткий
2825	3	Dimension	width (degree of wideness or narrowness)	Breite	breedte	larghezza	larĝeco, vasteco	larjeso {*}, larjitate {*}	chauritaa	wure	ширина
2826	2	Dimension	wide, broad (of space between objects) [aj]	breit	wijd, breed	largo	larĝa, vasta	larji	chaure	weur	широкий
2827	2	Dimension	narrow, of little width (of space between objects) [aj]	eng	nauw	stretto	mallarĝa, malvasta	angusti, streti	tange	angh	узкий
2830	3	Dimension	thickness (of a solid object, etc.)	Dicke		spessore	dikeco	dikeso {*}, dikitate {*}	grositaa	tuge	толщина
2831	2	Dimension	thick, fat (large from one surface to the opposite surface) [aj]	dick	dik	spesso	dika	diki	grose	teug	толстый
2832	2	Dimension	thin, slender (small from one surface to the opposite surface) [aj]	dünn, schlank	dun	sottile	maldika	tenu(i)	dine	teun	тонкий
2835	3	Dimension	height (distance from ground / baseline to top)	Höhe	hoogte	altezza	alteco	alteso {*}, altitate {*}	gaotaa	hoge	высота
2836	2	Dimension	high, tall (of much height) [aj]	hoch, lang	hoog	alto	alta	alti	gao	hog	высокий
2837	2	Dimension	low, short (not tall; of little height) [aj]	niedrig	laag	basso (mainly vertical), corto (mainly horizontal)	malalta	basi	nise	ghem	низкий
2840	3	Dimension	depth (distance from ground / baseline down to bottom)	Tiefe	diepte	profondità	profundeco	profundeso	glubitaa	dube	глубина
2841	2	Dimension	deep, profound (of much depth) [aj]	teif	diep	profondo	profunda	profundi	glube	deub	глубокий
2842	2	Dimension	shallow (of little depth) [aj]	seicht, flach	ondiep	basso	malprofunda	desprofundi {*}	chyen	plask	мелкий
2845	3	Dimension	horizontal [aj]	waagerecht	horizontaal	orizzontale	horizontala	horisontal	horisontale	horizontal	горизонтальный
2846	3	Dimension	vertical [aj]	senkrecht	verticaal	verticale	vertikala	vertikal	vertikale	vertical	вертикальный
2847	3	Dimension	diagonal, slanted [aj]	schräg, diagonal	diagonaal	diagonale	oblikva	diagonal(i)	oblikue	skeng, oblique	косой
2848	3	Dimension	sloped, inclined/declined (not horizontal) [aj]	schräg, geneigt	glooiend	inclinato	klina, dekliva	inklinanti	inklini-ney	incline(t/n)	наклонённый
2850	3	Dimension	angle (the relation of two lines radiating from a point)	Winkel	hoek	angolo	angulo	angule	angula	angle	угол
2851	3	Dimension	position (location relative to others)	Lage	ligging, positie	posizione	pozicio	positione	posision	position	позиция
2852	3	Dimension	region, area (a quantity of space within boundaries)	Gegend	streek	area	areo, regiono	regione; area (= 'area' in the quantitative sense)	region	region	регион, область
2853	2	Dimension	space, room	Raum	ruimte	spazio	spaco	spatie	spas	reus	пространство
2854	3	Dimension	connection, joint, junction	Verbindung, Verknüpfung	verbinding	connessione, giuntura	ligo, kunligiĝo, konekto, jungo	konektione	konekta, liga	connection, dyemen	связь
2855	3	Dimension	environment, surroundings	Umwelt, Umgebung	omgeving	ambiente	ĉirkaŭaĵo, medio		lo sirkum, milyoo	ambient	окружающее
2860	2	Dimension	front	Vorderseite	voorzijde	fronte, davanti [substantivated av], parte anteriore	antaŭo	"fronte (used for both ""forehead"" and ""fore part"" of anything!)"	avana	front	перёд
2861	2	Dimension	rear, back part of	Rückseite	achterkant	retro, dietro [substantivated av], parte posteriore	malantaŭo	reverse	baka	caud	зад
2862	2	Dimension	side, flank, lateral area	Seite	zijde	lato, fianco	flanko, latero	flanke	flanka, taraf	flank, gon	бок, сторона
2863	2	Dimension	middle, center	Mitte	midden	parte centrale, centro	mezo, centro	sentre	mida	medio	середина
2864	2	Dimension	top, peak	höchste Punkt, Spitze, Gipfel	top	cima, punta	supro, pinto	kulmine, somite	uupara, sima	topp	верх, верхушка
2865	2	Dimension	bottom	Boden	bodem	base	malsupro	funde	nicha	bund	низ
2866	2	Dimension	edge	Rand, Kante	rand	bordo	rando	borde	borda	leizd	край
2867	3	Dimension	inner, internal, interior [aj]	innen	binnen	interno [substantivated aj]	interna	interni	inen-ney	inner	внутренний
2868	3	Dimension	outer, exterior, external [aj]	außen	buiten	esterno [substantivated aj]	ekstera	extri	ausen-ney	uder	внешний
2869	3	Dimension	limit, boundary	Grenze	grens	confine, limite	limo	limite	limita	lim(it)	предел, граница
2870	2	Dimension	find (discover the location of) [v]	finden	vinden	trovare	trovi	trova	findi	trehv	находить
2871	2	Dimension	misplace (lose; become unable to find) [v]	verlegen	misplaatsen	perdere	misloki	perda	lusi	leus	терять
2900	2	Direction	direction (orientation of motion)	Richten	richting	direzione	direkto	direktione	direksion	direction	направление
2901	1	Direction	up [av]	aufwärts	op	su [prep], sopra	supren, sor {rare}		uupar	ub	вверх
2902	1	Direction	down [av]	herunter	beneden	sotto	malsupren, sob {rare}		nich	ghom	вниз
2903	2	Direction	right(-hand) [aj]	recht	rechter	a destra	dekstra	dextri	desne	dex(ter)	правый
2904	2	Direction	left(-hand) [aj]	linke	linker	a sinistra	maldekstra, liva {rare}	lefti	lefte	lev(ter)	левый
2910	3	Direction	north	Nord	noorden	nord	nordo	nord	norda	nord	север
2912	3	Direction	south	Süd	zuiden	sud	sudo	sud	suda	sud	юг
2914	3	Direction	east	Ost	oosten	est	oriento	est	esta	eust	восток
2916	3	Direction	west	West	westen	ovest	okcidento	vest	westa	west	запад
2920	2	Direction	away (from this or that place) [av]	weg, fort	weg	"{no adverb for that; use verbs like ""allontanarsi"": to go away, etc.}"	for	frou	wek	wayt	прочь
2921	2	Direction	back (to previous place / condition) [av]	zurück	terug	"{no adverb for that; use verbs like ""ritornare"" to come back, etc.}"	reen, reire, revene	retro	bak	tsay	назад
2922	3	Direction	backward [av]	rückwärts	achterwaarts	al contrario	malantaŭen		reversem	regvworts	в противоположную сторону
2923	3	Direction	forward [av]	vorwarts	voorwaarts	davanti	antaŭe(-n)	devanu	avan	perodh	вперёд
2924	3	Direction	upside-down, inverted [aj]	verkehrt	onderste-boven	rovesciato, invertito	inversa	inversi	nicha-uupar	ubghom	вверх ногами
2926	3	Direction	direct, immediate (with no intermediaries or obstacles) [aj]	gerade	rechtstreeks	immediato	rekta, senpera	direkti	direkte	direct	непосредственный
